iter	Logloss
211	0.007881776327
212	0.007803995506
213	0.0077444459
214	0.007711064603
215	0.007654891581
216	0.007597874303
217	0.007477676422
218	0.00740070061
219	0.007278796086
220	0.007237969713
221	0.007189364691
222	0.007144496781
223	0.007066720688
224	0.007033415065
225	0.006988381406
226	0.006856704818
227	0.006804757759
228	0.006754550089
229	0.006702962768
230	0.006667559763
231	0.006610235772
232	0.006610235772
233	0.006583625305
234	0.006540948672
235	0.00649800087
236	0.00635135567
237	0.006278463833
238	0.006245277793
239	0.006190760645
240	0.00611258687
241	0.006034469789
242	0.006007769327
243	0.00596010777
244	0.005902867321
245	0.005853603439
246	0.005766526494
247	0.005716431318
248	0.005685277709
249	0.00562057043
250	0.005589656087
251	0.00556578952
252	0.005543837813
253	0.005468633493
254	0.005436006343
255	0.005394578745
256	0.005343607037
257	0.005274662807
258	0.005210199963
259	0.005137625613
260	0.005100251178
261	0.005050843131
262	0.005050847408
263	0.004979842354
264	0.004932951853
265	0.004861022478
266	0.004840953267
267	0.004794703029
268	0.004794683941
269	0.004781740909
270	0.004754052181
271	0.004718851109
272	0.004706382161
273	0.004671860129
274	0.004645860985
275	0.004606985811
276	0.004572224298
277	0.004537029045
278	0.004506313408
279	0.004479158049
280	0.004451818467
281	0.004404777691
282	0.004367063049
283	0.004367047105
284	0.00434310584
285	0.004309741634
286	0.004293822141
287	0.004293790644
288	0.004293768868
289	0.004293727649
290	0.004293727649
291	0.00429375098
292	0.00429375098
293	0.004293710539
294	0.004293710539
295	0.004293661543
296	0.004293661543
297	0.004293661543
298	0.004293661543
299	0.004293702762
300	0.004293657654
301	0.00429362188
302	0.004293647544
303	0.004293513388
304	0.004293417763
305	0.00429339832
306	0.00429325172
307	0.004293227222
308	0.004293210501
309	0.004293180559
310	0.00429318017
311	0.004293162283
312	0.00429312262
313	0.004293129619
314	0.004293089567
315	0.004293047959
316	0.004293084511
317	0.004293084511
318	0.004293004407
319	0.004292983019
320	0.004292955411
321	0.004292886194
322	0.00429289436
323	0.004292843419
324	0.004292780036
325	0.004292750871
326	0.004292725207
327	0.004292725207
328	0.004292688654
329	0.004292662989
330	0.004292672322
331	0.004292559942
332	0.004292460005
333	0.004292491503
334	0.004292417231
335	0.004292400899
336	0.004292342181
337	0.004292234468
338	0.004228554084
339	0.004228509366
340	0.004206759624
341	0.004171066486
342	0.004171057542
343	0.004171016712
344	0.004146190781
345	0.004146172505
346	0.004146178727
347	0.004146123509
348	0.004146095122
349	0.004146026683
350	0.004146042626
351	0.004145990519
352	0.004145995186
353	0.004145925191
354	0.00414588125
355	0.004145776259
356	0.00414578598
357	0.004145799979
358	0.004145769648
359	0.004145699653
360	0.004145717541
361	0.004145701209
362	0.004145705875
363	0.004145695376
364	0.00414562927
365	0.004145601661
366	0.004145617993
367	0.004145542944
368	0.004145511446
369	0.004145438341
370	0.0041453874
371	0.004145352792
372	0.004145339571
373	0.004145364458
374	0.004145316239
375	0.004145292908
376	0.004145219414
377	0.004145199193
378	0.004145171584
379	0.004145147475
380	0.00414512181
381	0.004145073592
382	0.004145046761
383	0.004145039761
384	0.004145010597
385	0.004145021874
386	0.004144957712
387	0.004144890051
388	0.004144884996
389	0.004144878385
390	0.004144818112
391	0.004144792837
392	0.004144755895
393	0.004144749284
394	0.004144657514
395	0.004144573909
396	0.00413726659
397	0.004105771976
398	0.004079463691
399	0.004079391363
400	0.004041689491
401	0.004041587644
402	0.004001511778
403	0.004001498168
404	0.004001493113
405	0.004001508668
406	0.004001499335
407	0.004001492724
408	0.004001435562
409	0.004001428952
410	0.004001458116
411	0.004001469004
412	0.0040013784
413	0.0040013784
414	0.004001341847
415	0.004001316572
416	0.004001309572
417	0.004001269131
418	0.004001290907
419	0.004001297129
420	0.004001300629
421	0.004001265631
422	0.004001246966
423	0.00400125591
424	0.004001243466
425	0.004001242689
426	0.004001108144
427	0.004001096478
428	0.00400112992
429	0.004001121365
430	0.00400114353
431	0.004001137308
432	0.004001094923
433	0.004001066925
434	0.004001065758
435	0.004000986042
436	0.004000982932
437	0.004000971266
438	0.004000918381
439	0.004000834388
440	0.004000861608
441	0.004000873274
442	0.004000811445
443	0.004000776448
444	0.004000762449
445	0.004000689344
446	0.004000675734
447	0.004000699065
448	0.004000671067
449	0.00400064618
450	0.004000582019
451	0.004000583963
452	0.004000600295
453	0.00400057152
454	0.004000527579
455	0.004000519024
456	0.004000511636
457	0.004000482471
458	0.004000471194
459	0.004000472361
460	0.004000443197
461	0.00400043853
462	0.004000470028
463	0.004000429198
464	0.004000435419
465	0.004000409755
466	0.004000382535
467	0.004000396922
468	0.004000393423
469	0.004000376347
470	0.004000359626
471	0.004000352626
472	0.004000355348
473	0.004000324629
474	0.004000307908
475	0.004000198216
476	0.003975840893
477	0.003975850226
478	0.003975825339
479	0.003975716459
480	0.003975685739
481	0.003975613022
482	0.003975590469
483	0.003948817453
484	0.003948792566
485	0.003948767679
486	0.003948767679
487	0.003948767679
488	0.003919997031
489	0.003889119483
490	0.003889091874
491	0.003889053766
492	0.003889016824
493	0.003889021879
494	0.003888990382
495	0.003888998159
496	0.003888998159
497	0.003888996992
498	0.003888968606
499	0.003888995048
500	0.00388901138
501	0.003888938275
502	0.003888931275
503	0.003888934386
504	0.003888946119
505	0.003888876125
506	0.003888878458
507	0.003888820129
508	0.003888821296
509	0.00388879952
510	0.003888718248
511	0.00388871436
512	0.003888702694
513	0.003888630755
514	0.003888628422
515	0.003888595758
516	0.003888543262
517	0.003888509043
518	0.003888509043
519	0.003888509043
520	0.003888509043
521	0.003888509043
522	0.003888509043
523	0.003888509043
524	0.003888509043
525	0.003888509043
526	0.003888509043
527	0.003888509043
528	0.003888509043
529	0.003888509043
530	0.003888509043
531	0.003888506321
532	0.003888506321
533	0.003888506321
534	0.003888506321
535	0.003888506321
536	0.003888506321
537	0.003888506321
538	0.003888506321
539	0.003888506321
540	0.003888506321
541	0.003888506321
542	0.003888506321
543	0.003888506321
544	0.003888506321
545	0.003888506321
546	0.003888506321
547	0.003888454535
548	0.003888454535
549	0.003888454535
550	0.003888454535
551	0.003888454535
552	0.003888454535
553	0.003888454535
554	0.003888454535
555	0.003888454535
556	0.003888454535
557	0.003888454535
558	0.003888454535
559	0.003888454535
560	0.003888455702
561	0.003888455702
562	0.003888455702
563	0.003888455702
564	0.003888455702
565	0.003888455702
566	0.003888455702
567	0.003888455702
568	0.003888455702
569	0.003888455702
570	0.003888455702
571	0.003888455702
572	0.003888455702
573	0.003888455702
574	0.003888455702
575	0.003888455702
576	0.003888455702
577	0.003888455702
578	0.003888432759
579	0.003888484089
580	0.003888405928
581	0.003888405928
582	0.003888405928
583	0.003888405928
584	0.003888405928
585	0.003888405928
586	0.003888405928
587	0.003888405928
588	0.003888405928
589	0.003888405928
590	0.003888405928
591	0.003888405928
592	0.003888405928
593	0.003888362765
594	0.003888362765
595	0.003888362765
596	0.003888362765
597	0.003888362765
598	0.003888362765
599	0.003888397762
600	0.003888397762
601	0.003888389596
602	0.003888389596
603	0.003888389596
604	0.003888389596
605	0.003888389596
606	0.003888389596
607	0.003888389596
608	0.003888346433
609	0.00388834721
610	0.00388834721
611	0.00388834721
612	0.00388834721
613	0.00388834721
614	0.00388834721
615	0.00388834721
616	0.00388834721
617	0.00388834721
618	0.00388834721
619	0.00388834721
620	0.00388834721
621	0.00388834721
622	0.00388834721
623	0.00388834721
624	0.00388834721
625	0.00388834721
626	0.00388834721
627	0.00388834721
628	0.00388834721
629	0.00388834721
630	0.00388834721
631	0.00388834721
632	0.00388834721
633	0.00388834721
634	0.003888357321
635	0.003888357321
636	0.003888357321
637	0.003888357321
638	0.003888357321
639	0.003888357321
640	0.003888357321
641	0.003888357321
642	0.003888357321
643	0.003888357321
644	0.003888357321
645	0.003888357321
646	0.003888357321
647	0.003888357321
648	0.003888357321
649	0.003888357321
650	0.003888357321
651	0.003888357321
652	0.003888357321
653	0.003888357321
654	0.003888357321
655	0.003888357321
656	0.003888357321
657	0.003888276049
658	0.00388821811
659	0.003888219665
660	0.003888191667
661	0.003888143449
662	0.003888126728
663	0.003888126728
664	0.003888130228
665	0.003888117784
666	0.003888044679
667	0.003888001905
668	0.003888002682
669	0.003887977407
670	0.003887989528
671	0.003887989528
672	0.003887935866
673	0.003887936644
674	0.003887881426
675	0.003887910201
676	0.003887910201
677	0.003887886092
678	0.003887886092
679	0.003887879871
680	0.003887874038
681	0.003887880648
682	0.003887874427
683	0.003887827764
684	0.003887827764
685	0.003872518931
686	0.003872460602
687	0.00387241235
688	0.00387241235
689	0.003872396052
690	0.003872331113
691	0.003872322169
692	0.003872340056
693	0.003872265785
694	0.003872269284
695	0.003872216788
696	0.003872216788
697	0.003872207456
698	0.003872156515
699	0.003872172459
700	0.003872133184
701	0.003872130039
702	0.003872061989
703	0.003872010305
704	0.003872021193
705	0.003872000972
706	0.003871999417
707	0.003871987717
708	0.003871987717
709	0.003871926667
710	0.003871949609
711	0.003871910723
712	0.003871872227
713	0.003871889725
714	0.003871873393
715	0.003871858617
716	0.003871826341
717	0.003871816231
718	0.003871794066
719	0.003871778123
720	0.003871812342
721	0.003871719405
722	0.003871713184
723	0.003871708906
724	0.003871701518
725	0.003871667687
726	0.00387167352
727	0.003871635801
728	0.003871682075
729	0.003871634245
730	0.003871667298
731	0.003871623357
732	0.00387160897
733	0.003871527309
734	0.003871482202
735	0.003871492312
736	0.003871442538
737	0.003871436317
738	0.003871447594
739	0.003871424262
740	0.003871460426
741	0.003871459648
742	0.003871293639
743	0.003871299083
744	0.003871265253
745	0.00387130025
746	0.003871247332
747	0.003871221667
748	0.003871203002
749	0.00387121389
750	0.003871171893
751	0.003871137674
752	0.003871169949
753	0.003871166449
754	0.003871099954
755	0.00387112873
756	0.003871116287
757	0.003871140785
758	0.003871117453
759	0.003871109676
760	0.003871086344
761	0.00387102646
762	0.003871065735
763	0.003871032682
764	0.003871003907
765	0.003871005462
766	0.003871001573
767	0.003871017905
768	0.003870974353
769	0.003870962688
770	0.003870947133
771	0.003870958799
772	0.003870842919
773	0.003870867806
774	0.003870712263
775	0.003870701764
776	0.00387071654
777	0.003870668711
778	0.003870680377
779	0.003870664822
780	0.003870700986
781	0.003870649268
782	0.003870632158
783	0.003870618159
784	0.003870619715
785	0.00387060105
786	0.003870559831
787	0.003870571108
788	0.003870575385
789	0.003870553609
790	0.00387055322
791	0.003870480115
792	0.003870447451
793	0.003870447451
794	0.003870447451
795	0.003870447451
796	0.003870447451
797	0.003870447451
798	0.003870447451
799	0.003870447451
800	0.003870447451
801	0.003870447451
802	0.003870447451
803	0.003870447451
804	0.003870447451
805	0.003870447451
806	0.003870447451
807	0.003870447451
808	0.003870492947
809	0.00387045795
810	0.00387045795
811	0.003870414398
812	0.003870377456
813	0.003870362291
814	0.003870341292
815	0.003870298518
816	0.003870299296
817	0.003870264687
818	0.003870259632
819	0.003870211414
820	0.003870202859
821	0.003870203637
822	0.003870198193
823	0.003870144141
824	0.003870100978
825	0.003870034095
826	0.003869990543
827	0.003869990543
828	0.003869937658
829	0.003869937658
830	0.003869932603
831	0.003869932603
832	0.00386991977
833	0.00386986533
834	0.003869841221
835	0.003869839277
836	0.003869839277
837	0.003869880107
838	0.003869826833
839	0.003869826833
840	0.003869812446
841	0.003869793003
842	0.003869707454
843	0.003869696566
844	0.003869667013
845	0.003869625794
846	0.003869608684
847	0.00386956591
848	0.003869588463
849	0.003869499804
850	0.003869456252
851	0.003869456252
852	0.003869456252
853	0.003869465973
854	0.003869411178
855	0.003869428288
856	0.003869360593
857	0.003869292931
858	0.003869287487
859	0.003869273877
860	0.003869261823
861	0.003869250157
862	0.00386921516
863	0.003869224881
864	0.003869224492
865	0.003869213993
866	0.003869237713
867	0.003869229159
868	0.003869182107
869	0.003869163053
870	0.00386920816
871	0.00386915022
872	0.003869201161
873	0.003869166552
874	0.003869154498
875	0.003869128833
876	0.003869130389
877	0.003869125722
878	0.003869114445
879	0.003869124167
880	0.003869058839
881	0.003869107057
882	0.003869073615
883	0.003869070893
884	0.003869056506
885	0.003869043673
886	0.003869073615
887	0.003869073615
888	0.003868951514
889	0.003868951514
890	0.003868951514
891	0.003868910295
892	0.003868910295
893	0.003868919628
894	0.003868919628
895	0.003868919628
896	0.003868944903
897	0.003868944903
898	0.003868926238
899	0.003868853522
900	0.003868853522
901	0.003868853522
902	0.003868889685
903	0.003868865965
904	0.003868865965
905	0.003868865965
906	0.003868844189
907	0.003868845744
908	0.003868845744
909	0.003868845744
910	0.003868833301
911	0.003868682035
912	0.003868732198
913	0.003868701478
914	0.003868696812
915	0.003868648205
916	0.003868675425
917	0.003868579377
918	0.003868577432
919	0.003868601931
920	0.00386853388
921	0.003868542435
922	0.00386855799
923	0.00386852377
924	0.003868488773
925	0.00386846233
926	0.003868463886
927	0.003868437444
928	0.003868456886
929	0.003868423445
930	0.003868425778
931	0.003868386892
932	0.003868382226
933	0.003868379115
934	0.003868398558
935	0.003868381059
936	0.00386836045
937	0.003868378337
938	0.003868410224
939	0.00386831612
940	0.003868350339
941	0.003868310676
942	0.003868363949
943	0.003868283456
944	0.003868208406
945	0.003868199074
946	0.003868075806
947	0.003868103803
948	0.003867969647
949	0.003867967703
950	0.00386797548
951	0.003867982869
952	0.003867928817
953	0.003867964592
954	0.003867950982
955	0.003867942038
956	0.003867963426
957	0.003867900042
958	0.003867954482
959	0.003867921429
960	0.003867907819
961	0.003867925318
962	0.00386792804
963	0.00386790393
964	0.003867877488
965	0.003867866211
966	0.003867896542
967	0.003867851435
968	0.003867864267
969	0.003867864267
970	0.003867864267
971	0.003867864267
972	0.003867864267
973	0.003867864267
974	0.003867864267
975	0.00386784949
976	0.003867848713
977	0.003867867767
978	0.003867837047
979	0.003867834325
980	0.003867838213
981	0.003867772107
982	0.003867770163
983	0.003867747609
984	0.003867732444
985	0.003867769385
986	0.003867698224
987	0.003867739055
988	0.003867720389
989	0.003867716112
990	0.003867678393
991	0.003867712612
992	0.003867601399
993	0.003867620842
994	0.003867618509
995	0.0038675874
996	0.003867600232
997	0.003867555125
998	0.00386757729
999	0.003867526738
